id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3535,KFNT,medium_airport,Bishop International Airport,42.9654007,-83.74359894,782,NA,US,US-MI,Flint,yes,KFNT,FNT,FNT,,https://en.wikipedia.org/wiki/Bishop_International_Airport,
3536,KFOD,medium_airport,Fort Dodge Regional Airport,42.55149841,-94.19259644,1156,NA,US,US-IA,Fort Dodge,yes,KFOD,FOD,FOD,,https://en.wikipedia.org/wiki/Fort_Dodge_Regional_Airport,
3537,KFOE,medium_airport,Topeka Regional Airport,38.950901,-95.663597,1078,NA,US,US-KS,Topeka,no,KFOE,FOE,FOE,,https://en.wikipedia.org/wiki/Topeka_Regional_Airport,"Topeka Army Airfield, Forbes AFB, Forbes Field"
3538,KFPR,medium_airport,St Lucie County International Airport,27.49510002,-80.36830139,24,NA,US,US-FL,Fort Pierce,no,KFPR,FPR,FPR,,https://en.wikipedia.org/wiki/St._Lucie_County_International_Airport,
3539,KFRG,medium_airport,Republic Airport,40.72880173,-73.41339874,82,NA,US,US-NY,Farmingdale,no,KFRG,FRG,FRG,http://www.republicairport.net/,https://en.wikipedia.org/wiki/Republic_Airport,Fairchild Flying Field
3540,KFRI,medium_airport,Marshall Army Air Field,39.053021,-96.764202,1065,NA,US,US-KS,Fort Riley (Junction City),no,KFRI,FRI,FRI,,https://en.wikipedia.org/wiki/Marshall_Army_Airfield,
3541,KFSD,medium_airport,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,1429,NA,US,US-SD,Sioux Falls,yes,KFSD,FSD,FSD,http://www.sfairport.com/,https://en.wikipedia.org/wiki/Sioux_Falls_Regional_Airport,"Joe Foss Field, Fighting Lobos, Sioux Falls Army Air Base, 114th Fighter Wing, Sioux Falls Regional Airport"
3542,KFSI,medium_airport,Henry Post Army Air Field (Fort Sill),34.64979935,-98.40219879,1189,NA,US,US-OK,Fort Sill,no,KFSI,FSI,FSI,http://sill-www.army.mil/History/Airfield/henrypost.htm,https://en.wikipedia.org/wiki/Henry_Post_Army_Airfield,
3543,KFSM,medium_airport,Fort Smith Regional Airport,35.336601,-94.367401,469,NA,US,US-AR,Fort Smith,yes,KFSM,FSM,FSM,,https://en.wikipedia.org/wiki/Fort_Smith_Regional_Airport,
19900,KFST,medium_airport,Fort Stockton Pecos County Airport,30.91570091,-102.9160004,3011,NA,US,US-TX,Fort Stockton,no,KFST,FST,FST,,https://en.wikipedia.org/wiki/Fort_Stockton%E2%80%93Pecos_County_Airport,"Gibbs Field, Fort Stockton Field"
3544,KFTK,medium_airport,Godman Army Air Field,37.90710068,-85.9720993,756,NA,US,US-KY,Fort Knox,no,KFTK,FTK,FTK,,https://en.wikipedia.org/wiki/Godman_Army_Airfield,
3545,KFTW,medium_airport,Fort Worth Meacham International Airport,32.819801,-97.362396,710,NA,US,US-TX,Fort Worth,no,KFTW,FTW,FTW,http://meacham.com/,https://en.wikipedia.org/wiki/Fort_Worth_Meacham_International_Airport,
3546,KFTY,medium_airport,Fulton County Airport Brown Field,33.77909851,-84.52140045,841,NA,US,US-GA,Atlanta,no,KFTY,FTY,FTY,http://www.fultoncountyga.gov/component/content/article/223-general-services/2098-fulton-county-airport-brown-field,https://en.wikipedia.org/wiki/Fulton_County_Airport_(Georgia),
3547,KFWA,medium_airport,Fort Wayne International Airport,40.9785,-85.195099,814,NA,US,US-IN,Fort Wayne,yes,KFWA,FWA,FWA,https://fwairport.com/,https://en.wikipedia.org/wiki/Fort_Wayne_International_Airport,Baer Field
19912,KFXE,medium_airport,Fort Lauderdale Executive Airport,26.19729996,-80.17070007,13,NA,US,US-FL,Fort Lauderdale,no,KFXE,FXE,FXE,http://www.fortlauderdale.gov/fxE/index.htm,https://en.wikipedia.org/wiki/Fort_Lauderdale_Executive_Airport,West Prospect Satellite Field
3548,KFYV,medium_airport,Drake Field,36.00510025,-94.17009735,1251,NA,US,US-AR,Fayetteville,no,KFYV,FYV,FYV,,https://en.wikipedia.org/wiki/Drake_Field,
19929,KGCC,medium_airport,Northeast Wyoming Regional Airport,44.3489,-105.539001,4365,NA,US,US-WY,Gillette,yes,KGCC,GCC,GCC,http://www.iflygillette.com/,https://en.wikipedia.org/wiki/Gillette%E2%80%93Campbell_County_Airport,Gillette Campbell County Airport
3550,KGCK,medium_airport,Garden City Regional Airport,37.92750168,-100.723999,2891,NA,US,US-KS,Garden City,yes,KGCK,GCK,GCK,,https://en.wikipedia.org/wiki/Garden_City_Regional_Airport,
3551,KGCN,medium_airport,Grand Canyon National Park Airport,35.9524,-112.147003,6609,NA,US,US-AZ,Grand Canyon - Tusayan,yes,KGCN,GCN,GCN,http://www.azdot.gov/aviation/airports/airports_list.asp?FAA=GCN,https://en.wikipedia.org/wiki/Grand_Canyon_National_Park_Airport,
19936,KGDV,medium_airport,Dawson Community Airport,47.13869858,-104.8069992,2458,NA,US,US-MT,Glendive,no,KGDV,GDV,GDV,,,
3552,KGEG,medium_airport,Spokane International Airport,47.6199,-117.533997,2376,NA,US,US-WA,Spokane,yes,KGEG,GEG,GEG,,https://en.wikipedia.org/wiki/Spokane_International_Airport,
3553,KGFK,medium_airport,Grand Forks International Airport,47.949299,-97.176102,845,NA,US,US-ND,Grand Forks,yes,KGFK,GFK,GFK,http://www.gfkairport.com/,https://en.wikipedia.org/wiki/Grand_Forks_International_Airport,
3554,KGFL,medium_airport,Floyd Bennett Memorial Airport,43.34120178,-73.61029816,328,NA,US,US-NY,Glens Falls,no,KGFL,GFL,GFL,http://www.warrencountydpw.com/airport_07/,https://en.wikipedia.org/wiki/Floyd_Bennett_Memorial_Airport,
3555,KGGG,medium_airport,East Texas Regional Airport,32.38399887,-94.71150208,365,NA,US,US-TX,Longview,yes,KGGG,GGG,GGG,,https://en.wikipedia.org/wiki/East_Texas_Regional_Airport,
3556,KGGW,medium_airport,Wokal Field/Glasgow-Valley County Airport,48.212502,-106.614998,2296,NA,US,US-MT,Glasgow,yes,KGGW,GGW,GGW,http://www.glasgowmtairport.com/,https://en.wikipedia.org/wiki/Glasgow_Airport_(US),"Glascow / Valley County, Glasgow AAF, Wokal Field Glasgow International"
3557,KGJT,medium_airport,Grand Junction Regional Airport,39.126663,-108.529387,4858,NA,US,US-CO,Grand Junction,yes,KGJT,GJT,GJT,http://www.gjairport.com/,https://en.wikipedia.org/wiki/Grand_Junction_Regional_Airport,
19956,KGLD,medium_airport,Goodland Municipal Airport,39.370701,-101.699753,3656,NA,US,US-KS,Goodland,no,KGLD,GLD,GLD,,https://en.wikipedia.org/wiki/Goodland_Municipal_Airport,Renner Field
19958,KGLH,medium_airport,Mid Delta Regional Airport,33.48289871,-90.98560333,131,NA,US,US-MS,Greenville,yes,KGLH,GLH,GLH,,,
3558,KGLS,medium_airport,Scholes International At Galveston Airport,29.26530075,-94.86039734,6,NA,US,US-TX,Galveston,no,KGLS,GLS,GLS,,,
19963,KGMU,medium_airport,Greenville Downtown Airport,34.847903,-82.350217,1048,NA,US,US-SC,Greenville,no,KGMU,GMU,GMU,http://www.greenvilledowntownairport.com/,https://en.wikipedia.org/wiki/Greenville_Downtown_Airport,
3559,KGNV,medium_airport,Gainesville Regional Airport,29.69009972,-82.27179718,152,NA,US,US-FL,Gainesville,yes,KGNV,GNV,GNV,,https://en.wikipedia.org/wiki/Gainesville_Regional_Airport,
3560,KGON,medium_airport,Groton New London Airport,41.330101,-72.045097,9,NA,US,US-CT,Groton,no,KGON,GON,GON,,https://en.wikipedia.org/wiki/Groton-New_London_Airport,New London
3527,KGPI,medium_airport,Glacier Park International Airport,48.3105011,-114.2559967,2977,NA,US,US-MT,Kalispell,yes,KGPI,FCA,GPI,http://www.iflyglacier.com/,https://en.wikipedia.org/wiki/Glacier_Park_International_Airport,Formerly KFCA
3561,KGPT,medium_airport,Gulfport Biloxi International Airport,30.407301,-89.070099,28,NA,US,US-MS,Gulfport,yes,KGPT,GPT,GPT,,https://en.wikipedia.org/wiki/Gulfport-Biloxi_International_Airport,
3562,KGRB,medium_airport,Austin Straubel International Airport,44.483459,-88.130805,695,NA,US,US-WI,Green Bay,yes,KGRB,GRB,GRB,,https://en.wikipedia.org/wiki/Austin_Straubel_International_Airport,
3563,KGRF,medium_airport,Gray Army Air Field,47.07920074,-122.5810013,300,NA,US,US-WA,Fort Lewis/Tacoma,no,KGRF,GRF,GRF,,https://en.wikipedia.org/wiki/Gray_Army_Airfield,
3564,KGRI,medium_airport,Central Nebraska Regional Airport,40.96749878,-98.30960083,1847,NA,US,US-NE,Grand Island,yes,KGRI,GRI,GRI,,https://en.wikipedia.org/wiki/Central_Nebraska_Regional_Airport,
3565,KGRK,medium_airport,Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field,31.0672,-97.828903,1015,NA,US,US-TX,Killeen,yes,KGRK,GRK,GRK,,https://en.wikipedia.org/wiki/Killeen-Fort_Hood_Regional_Airport,Robert Gray Army Air Field
3566,KGRR,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,794,NA,US,US-MI,Grand Rapids,yes,KGRR,GRR,GRR,,https://en.wikipedia.org/wiki/Gerald_R._Ford_International_Airport,
3567,KGSB,medium_airport,Seymour Johnson Air Force Base,35.339401,-77.960602,109,NA,US,US-NC,Goldsboro,no,KGSB,GSB,GSB,http://www.seymourjohnson.af.mil/,https://en.wikipedia.org/wiki/Seymour_Johnson_Air_Force_Base,
3568,KGSO,medium_airport,Piedmont Triad International Airport,36.097801,-79.937302,925,NA,US,US-NC,Greensboro,yes,KGSO,GSO,GSO,,https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,
3569,KGSP,medium_airport,Greenville Spartanburg International Airport,34.895699,-82.218903,964,NA,US,US-SC,Greer,yes,KGSP,GSP,GSP,,https://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport,
3570,KGTB,medium_airport,Wheeler Sack Army Air Field,44.05559921,-75.71949768,688,NA,US,US-NY,Fort Drum,no,KGTB,,GTB,,https://en.wikipedia.org/wiki/Wheeler-Sack_Army_Airfield,
3571,KGTF,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,3680,NA,US,US-MT,Great Falls,yes,KGTF,GTF,GTF,,https://en.wikipedia.org/wiki/Great_Falls_International_Airport,
19982,KGTR,medium_airport,Golden Triangle Regional Airport,33.45029831,-88.59140015,264,NA,US,US-MS,Columbus/W Point/Starkville,yes,KGTR,GTR,GTR,,,
3572,KGUP,medium_airport,Gallup Municipal Airport,35.51110077,-108.7890015,6472,NA,US,US-NM,Gallup,no,KGUP,GUP,GUP,,https://en.wikipedia.org/wiki/Gallup_Municipal_Airport,
3573,KGUS,medium_airport,Grissom Air Reserve Base,40.648102,-86.1521,812,NA,US,US-IN,Peru,no,KGUS,GUS,GUS,http://www.grissom.afrc.af.mil/,https://en.wikipedia.org/wiki/Grissom_Air_Reserve_Base,
19985,KGUY,medium_airport,Guymon Municipal Airport,36.68510056,-101.5080032,3123,NA,US,US-OK,Guymon,no,KGUY,GUY,GUY,http://www.guymonok.org/index.aspx?NID=179,https://en.wikipedia.org/wiki/Guymon_Municipal_Airport,
3574,KGWO,medium_airport,Greenwoodâ€“Leflore Airport,33.49430084,-90.08470154,162,NA,US,US-MS,Greenwood,no,KGWO,GWO,GWO,http://greenwoodms.com/index.aspx?nid=113,https://en.wikipedia.org/wiki/Greenwood%E2%80%93Leflore_Airport,
3575,KGYY,medium_airport,Gary Chicago International Airport,41.61629868,-87.41280365,591,NA,US,US-IN,Gary,no,KGYY,GYY,GYY,,https://en.wikipedia.org/wiki/Gary/Chicago_International_Airport,
20027,KHBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151,NA,US,US-MS,Hattiesburg,no,KHBG,HBG,HBG,,https://en.wikipedia.org/wiki/Hattiesburg_Bobby_L._Chain_Municipal_Airport,
20029,KHBR,medium_airport,Hobart Regional Airport,34.991317,-99.051313,1563,NA,US,US-OK,Hobart,no,KHBR,HBR,HBR,,https://en.wikipedia.org/wiki/Hobart_Regional_Airport,
3576,KHFD,medium_airport,Hartford Brainard Airport,41.73669815,-72.6493988,18,NA,US,US-CT,Hartford,no,KHFD,HFD,HFD,,https://en.wikipedia.org/wiki/Hartford-Brainard_Airport,
3577,KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703,NA,US,US-MD,Hagerstown,no,KHGR,HGR,HGR,,https://en.wikipedia.org/wiki/Hagerstown_Regional_Airport,
3578,KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66,NA,US,US-CA,Hawthorne,no,KHHR,HHR,HHR,,https://en.wikipedia.org/wiki/Hawthorne_Municipal_Airport_(California),
3579,KHIB,medium_airport,Range Regional Airport,47.3866,-92.838997,1354,NA,US,US-MN,Hibbing,yes,KHIB,HIB,HIB,,https://en.wikipedia.org/wiki/Range_Regional_Airport,Chisholm Hibbing Airport
3580,KHIF,medium_airport,Hill Air Force Base,41.12403,-111.973086,4789,NA,US,US-UT,Ogden,no,KHIF,HIF,HIF,http://www.hill.af.mil/,https://en.wikipedia.org/wiki/Hill_Air_Force_Base,Hill Field
20053,KHII,medium_airport,Lake Havasu City International Airport,34.571098,-114.358002,783,NA,US,US-AZ,Lake Havasu City,yes,KHII,HII,HII,,https://en.wikipedia.org/wiki/Lake_Havasu_City_Airport,
20054,KHIO,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,208,NA,US,US-OR,Portland,no,KHIO,HIO,HIO,http://www.flypdx.com/Airports/Hillsboro/,https://en.wikipedia.org/wiki/Hillsboro_Airport,
3581,KHKY,medium_airport,Hickory Regional Airport,35.74110031,-81.38950348,1190,NA,US,US-NC,Hickory,no,KHKY,HKY,HKY,,https://en.wikipedia.org/wiki/Hickory_Regional_Airport,
20061,KHLG,medium_airport,Wheeling Ohio County Airport,40.17499924,-80.64630127,1195,NA,US,US-WV,Wheeling,no,KHLG,HLG,HLG,,https://en.wikipedia.org/wiki/Wheeling_Ohio_County_Airport,
3582,KHLN,medium_airport,Helena Regional Airport,46.6068,-111.983002,3877,NA,US,US-MT,Helena,yes,KHLN,HLN,HLN,,https://en.wikipedia.org/wiki/Helena_Regional_Airport,
3583,KHLR,medium_airport,Hood Army Air Field,31.1387,-97.7145,924,NA,US,US-TX,Fort Hood,no,KHLR,HLR,HLR,,https://en.wikipedia.org/wiki/Hood_Army_Airfield,
3584,KHMN,medium_airport,Holloman Air Force Base,32.852501,-106.107002,4093,NA,US,US-NM,Alamogordo,no,KHMN,HMN,HMN,http://www.holloman.af.mil/,https://en.wikipedia.org/wiki/Holloman_Air_Force_Base,Alamogordo AAF
20071,KHOB,medium_airport,Lea County Regional Airport,32.6875,-103.2170029,3661,NA,US,US-NM,Hobbs,no,KHOB,HOB,HOB,,https://en.wikipedia.org/wiki/Lea_County_Regional_Airport,
3585,KHON,medium_airport,Huron Regional Airport,44.3852005,-98.22850037,1289,NA,US,US-SD,Huron,yes,KHON,HON,HON,,https://en.wikipedia.org/wiki/Huron_Regional_Airport,
3586,KHOP,medium_airport,Campbell Army Airfield (Fort Campbell),36.674154,-87.48974,573,NA,US,US-KY,Fort Campbell,no,KHOP,HOP,HOP,,https://en.wikipedia.org/wiki/Campbell_Army_Airfield,"Campbell AFB, Hopkinsville"
3587,KHOT,medium_airport,Memorial Field Airport,34.4788,-93.096262,540,NA,US,US-AR,Hot Springs,yes,KHOT,HOT,HOT,,https://en.wikipedia.org/wiki/Hot_Springs_Memorial_Field_Airport,
3588,KHOU,medium_airport,William P Hobby Airport,29.645399,-95.2789,46,NA,US,US-TX,Houston,yes,KHOU,HOU,HOU,http://www.fly2houston.com/hobbyHome,https://en.wikipedia.org/wiki/William_P._Hobby_Airport,QHO
3589,KHPN,medium_airport,Westchester County Airport,41.06700134,-73.70760345,439,NA,US,US-NY,White Plains,yes,KHPN,HPN,HPN,,https://en.wikipedia.org/wiki/Westchester_County_Airport,"Manhattan, New York City, NYC"
3590,KHQM,medium_airport,Bowerman Airport,46.97119904,-123.9369965,18,NA,US,US-WA,Hoquiam,no,KHQM,HQM,HQM,http://www.portofgraysharbor.com/airport/airport.php,https://en.wikipedia.org/wiki/Bowerman_Airport,
3591,KHRL,medium_airport,Valley International Airport,26.22850037,-97.65440369,36,NA,US,US-TX,Harlingen,yes,KHRL,HRL,HRL,,https://en.wikipedia.org/wiki/Valley_International_Airport,
3592,KHRO,medium_airport,Boone County Airport,36.26150131,-93.15470123,1365,NA,US,US-AR,Harrison,yes,KHRO,HRO,HRO,,https://en.wikipedia.org/wiki/Boone_County_Airport,
20081,KHRT,medium_airport,Hurlburt Field,30.42779922,-86.68930054,38,NA,US,US-FL,Mary Esther,no,KHRT,,HRT,,,
3593,KHST,medium_airport,Homestead ARB Airport,25.48859978,-80.38359833,5,NA,US,US-FL,Homestead,no,KHST,HST,HST,http://www.homestead.afrc.af.mil/,https://en.wikipedia.org/wiki/Homestead_Air_Reserve_Base,Dade County Airport
3594,KHSV,medium_airport,Huntsville International Carl T Jones Field,34.637199,-86.775101,629,NA,US,US-AL,Huntsville,yes,KHSV,HSV,HSV,http://www.flyhuntsville.com/portal/#.VbaG-_lVhBc,https://en.wikipedia.org/wiki/Huntsville_International_Airport,
3595,KHTS,medium_airport,Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999,828,NA,US,US-WV,Huntington,yes,KHTS,HTS,HTS,,https://en.wikipedia.org/wiki/Tri-State_Airport,
3596,KHUA,medium_airport,Redstone Army Air Field,34.67869949,-86.68479919,684,NA,US,US-AL,Redstone Arsnl Huntsville,no,KHUA,HUA,HUA,,https://en.wikipedia.org/wiki/Redstone_Army_Airfield,
3597,KHUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589,NA,US,US-IN,Terre Haute,no,KHUF,HUF,HUF,http://huf.com/,https://en.wikipedia.org/wiki/Terre_Haute_Regional_Airport,
20095,KHUL,medium_airport,Houlton International Airport,46.12310028,-67.792099,489,NA,US,US-ME,Houlton,no,KHUL,HUL,HUL,,https://en.wikipedia.org/wiki/Houlton_International_Airport,Houlton AAF
3598,KHUT,medium_airport,Hutchinson Municipal Airport,38.06549835,-97.86060333,1543,NA,US,US-KS,Hutchinson,no,KHUT,HUT,HUT,http://www.hutchgov.com/department/?fDD=20-0,https://en.wikipedia.org/wiki/Hutchinson_Municipal_Airport_(Kansas),
3599,KHVN,medium_airport,Tweed New Haven Airport,41.26369858,-72.88680267,12,NA,US,US-CT,New Haven,yes,KHVN,HVN,HVN,,https://en.wikipedia.org/wiki/Tweed_New_Haven_Regional_Airport,
20099,KHVR,medium_airport,Havre City County Airport,48.542999,-109.762001,2591,NA,US,US-MT,Havre,no,KHVR,HVR,HVR,,,
3600,KHYA,medium_airport,Cape Cod Gateway Airport,41.6693,-70.280403,54,NA,US,US-MA,Hyannis,yes,KHYA,HYA,HYA,,https://en.wikipedia.org/wiki/Barnstable_Municipal_Airport,
20107,KHYI,medium_airport,San Marcos Regional Airport,29.8927,-97.862999,597,NA,US,US-TX,San Marcos,no,KHYI,,HYI,,,San Marcos Municipal
20108,KHYR,medium_airport,Sawyer County Airport,46.02519989,-91.44429779,1216,NA,US,US-WI,Hayward,no,KHYR,HYR,HYR,http://sawyercountygov.org/Departments/Airport/tabid/93/Default.aspx,https://en.wikipedia.org/wiki/Sawyer_County_Airport,
20109,KHYS,medium_airport,Hays Regional Airport,38.84220123,-99.27320099,1999,NA,US,US-KS,Hays,no,KHYS,HYS,HYS,,https://en.wikipedia.org/wiki/Hays_Regional_Airport,
20117,KHZY,medium_airport,Northeast Ohio Regional Airport,41.778,-80.695503,924,NA,US,US-OH,Ashtabula,no,KHZY,JFN,HZY,http://www.neohioregionalairport.com/,https://en.wikipedia.org/wiki/Ashtabula_County_Airport,Ashtabula County
20129,KI39,medium_airport,Central Kentucky Regional Airport,37.630798,-84.332298,1002,NA,US,US-KY,Richmond,no,KRGA,,RGA,,https://en.wikipedia.org/wiki/Central_Kentucky_Regional_Airport,"I39, Madison"
3601,KIAB,medium_airport,McConnell Air Force Base,37.621899,-97.268204,1371,NA,US,US-KS,Wichita,no,KIAB,IAB,IAB,http://public.mcconnell.amc.af.mil/,https://en.wikipedia.org/wiki/McConnell_Air_Force_Base,"22nd Air Refueling Wing, 931st Air Refueling Group, 184th Intelligence Wing"
3602,KIAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,312,NA,US,US-VA,Dulles,yes,KIAD,IAD,IAD,http://www.mwaa.com/dulles/,https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport,WAS
3603,KIAG,medium_airport,Niagara Falls International Airport,43.1073,-78.946198,589,NA,US,US-NY,Niagara Falls,yes,KIAG,IAG,IAG,,https://en.wikipedia.org/wiki/Niagara_Falls_International_Airport,
3604,KIAH,large_airport,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,97,NA,US,US-TX,Houston,yes,KIAH,IAH,IAH,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,QHO
3605,KICT,medium_airport,Wichita Eisenhower National Airport,37.649899,-97.433098,1333,NA,US,US-KS,Wichita,yes,KICT,ICT,ICT,,https://en.wikipedia.org/wiki/Wichita_Dwight_D._Eisenhower_National_Airport,
3606,KIDA,medium_airport,Idaho Falls Regional Airport,43.514599,-112.070999,4744,NA,US,US-ID,Idaho Falls,yes,KIDA,IDA,IDA,,https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport,Fanning Field
20160,KIFP,medium_airport,Laughlin Bullhead International Airport,35.157398,-114.559998,701,NA,US,US-AZ,Bullhead City,no,KIFP,IFP,IFP,,https://en.wikipedia.org/wiki/Laughlin/Bullhead_International_Airport,
20161,KIGM,medium_airport,Kingman Airport,35.259499,-113.938004,3449,NA,US,US-AZ,Kingman,no,KIGM,IGM,IGM,,https://en.wikipedia.org/wiki/Kingman_Airport_(Arizona),
3607,KIKK,medium_airport,Greater Kankakee Airport,41.07139969,-87.84629822,630,NA,US,US-IL,Kankakee,no,KIKK,IKK,IKK,http://kvaa.com/,https://en.wikipedia.org/wiki/Greater_Kankakee_Airport,
3608,KILG,medium_airport,New Castle Airport,39.67869949,-75.60649872,80,NA,US,US-DE,Wilmington,yes,KILG,ILG,ILG,,https://en.wikipedia.org/wiki/New_Castle_Airport,
3609,KILM,medium_airport,Wilmington International Airport,34.27059937,-77.90260315,32,NA,US,US-NC,Wilmington,yes,KILM,ILM,ILM,,https://en.wikipedia.org/wiki/Wilmington_International_Airport,
20173,KILN,medium_airport,Wilmington Airpark,39.42789841,-83.792099,1077,NA,US,US-OH,Wilmington,no,KILN,ILN,ILN,http://www.wilmingtonairpark.com/,https://en.wikipedia.org/wiki/Airborne_Airpark,"Clinton Field, Clinton County AFB, Airborne Airpark"
3610,KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,NA,US,US-IN,Indianapolis,yes,KIND,IND,IND,http://www.indianapolisairport.com/,https://en.wikipedia.org/wiki/Indianapolis_International_Airport,
3611,KINK,medium_airport,Winkler County Airport,31.77960014,-103.2009964,2822,NA,US,US-TX,Wink,no,KINK,INK,INK,http://www.co.winkler.tx.us/default.aspx?Winkler_County/County.Airport,https://en.wikipedia.org/wiki/Winkler_County_Airport,
3612,KINL,medium_airport,Falls International Airport,48.56620026,-93.40309906,1185,NA,US,US-MN,International Falls,yes,KINL,INL,INL,,https://en.wikipedia.org/wiki/Falls_International_Airport,
3613,KINT,medium_airport,Smith Reynolds Airport,36.13370132,-80.22200012,969,NA,US,US-NC,Winston Salem,no,KINT,INT,INT,,https://en.wikipedia.org/wiki/Smith_Reynolds_Airport,
20180,KINW,medium_airport,Winslow Lindbergh Regional Airport,35.02190018,-110.7229996,4941,NA,US,US-AZ,Winslow,no,KINW,INW,INW,,https://en.wikipedia.org/wiki/Winslow-Lindbergh_Regional_Airport,
20184,KIPL,medium_airport,Imperial County Airport,32.83420181,-115.5790024,-54,NA,US,US-CA,Imperial,no,KIPL,IPL,IPL,,https://en.wikipedia.org/wiki/Imperial_County_Airport,
3614,KIPT,medium_airport,Williamsport Regional Airport,41.2417984,-76.9210968,529,NA,US,US-PA,Williamsport,yes,KIPT,IPT,IPT,,https://en.wikipedia.org/wiki/Williamsport_Regional_Airport,
3615,KIRK,medium_airport,Kirksville Regional Airport,40.09349823,-92.54489899,966,NA,US,US-MO,Kirksville,yes,KIRK,IRK,IRK,,https://en.wikipedia.org/wiki/Kirksville_Regional_Airport,
20187,KISM,medium_airport,Kissimmee Gateway Airport,28.28980064,-81.43710327,82,NA,US,US-FL,Orlando,no,KISM,ISM,ISM,http://www.kissimmee.org/index.aspx?page=111,https://en.wikipedia.org/wiki/Kissimmee_Gateway_Airport,
20189,KISO,medium_airport,Kinston Regional Jetport At Stallings Field,35.33140183,-77.6088028,93,NA,US,US-NC,Kinston,no,KISO,ISO,ISO,http://www.jetkinston.com/,https://en.wikipedia.org/wiki/Kinston_Regional_Jetport,
3616,KISP,medium_airport,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99,NA,US,US-NY,Islip,yes,KISP,ISP,ISP,,https://en.wikipedia.org/wiki/Long_Island_MacArthur_Airport,
20193,KITH,medium_airport,Ithaca Tompkins Regional Airport,42.49100113,-76.45839691,1099,NA,US,US-NY,Ithaca,yes,KITH,ITH,ITH,,https://en.wikipedia.org/wiki/Ithaca_Tompkins_Regional_Airport,
3617,KIWA,medium_airport,Phoenixâ€“Mesa Gateway Airport,33.3078,-111.654999,1382,NA,US,US-AZ,Mesa,yes,KIWA,AZA,IWA,http://www.flywga.org/,https://en.wikipedia.org/wiki/Phoenix%E2%80%93Mesa_Gateway_Airport,"Williams Air Force Base, Williams Gateway Airport"
3618,KJAC,medium_airport,Jackson Hole Airport,43.6072998,-110.737999,6451,NA,US,US-WY,Jackson,yes,KJAC,JAC,JAC,,https://en.wikipedia.org/wiki/Jackson_Hole_Airport,
3619,KJAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,346,NA,US,US-MS,Jackson,yes,KJAN,JAN,JAN,,https://en.wikipedia.org/wiki/Jackson-Evers_International_Airport,
3620,KJAX,large_airport,Jacksonville International Airport,30.49410057,-81.68789673,30,NA,US,US-FL,Jacksonville,yes,KJAX,JAX,JAX,,https://en.wikipedia.org/wiki/Jacksonville_International_Airport,
3621,KJBR,medium_airport,Jonesboro Municipal Airport,35.83169937,-90.64640045,262,NA,US,US-AR,Jonesboro,yes,KJBR,JBR,JBR,,https://en.wikipedia.org/wiki/Jonesboro_Municipal_Airport,
20205,KJCT,medium_airport,Kimble County Airport,30.51129913,-99.7634964,1749,NA,US,US-TX,Junction,no,KJCT,JCT,JCT,,,
3622,KJFK,large_airport,John F Kennedy International Airport,40.639447,-73.779317,13,NA,US,US-NY,New York,yes,KJFK,JFK,JFK,https://www.jfkairport.com/,https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,"Manhattan, New York City, NYC, Idlewild, IDL, KIDL"
20213,KJHW,medium_airport,Chautauqua County-Jamestown Airport,42.15425,-79.254008,1723,NA,US,US-NY,Jamestown,no,KJHW,JHW,JHW,,https://en.wikipedia.org/wiki/Chautauqua_County-Jamestown_Airport,
20216,KJKL,medium_airport,Julian Carroll Airport,37.59389877,-83.31729889,1381,NA,US,US-KY,Jackson,no,KJKL,,JKL,,,
3623,KJLN,medium_airport,Joplin Regional Airport,37.151798,-94.498299,981,NA,US,US-MO,Joplin,yes,KJLN,JLN,JLN,,https://en.wikipedia.org/wiki/Joplin_Regional_Airport,
